Pathways	Object ID	Sub-Pathways
<i>S</i>-methyl-5'-thioadenosine degradation IV	PWY0-1391	
2,5-dichlorotoluene degradation	PWY-6191	
fucose degradation	FUCCAT-PWY	
superpathway of thiamine diphosphate biosynthesis I	THISYN-PWY	"thiazole biosynthesis I (facultative anaerobic bacteria)"" // ""thiamine diphosphate biosynthesis I (E. coli)"" // ""4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis"
domoic acid biosynthesis	PWY-8083	
aliphatic glucosinolate biosynthesis, side chain elongation cycle	PWYQT-4450	
tylosin biosynthesis	PWY-7415	
2,4-dichlorotoluene degradation	PWY-6190	
putrescine biosynthesis III	PWY-46	
superpathway of L-methionine biosynthesis (by sulfhydrylation)	PWY-5345	"assimilatory sulfate reduction I"" // ""L-methionine biosynthesis III"" // ""L-homocysteine biosynthesis"" // ""L-homoserine biosynthesis"" // ""L-aspartate biosynthesis"
kojibiose degradation	PWY-7459	
furaneol and mesifurane biosynthesis	PWY-5975	
<i>S</i>-methyl-5'-thioadenosine degradation II	PWY-6756	
maltose degradation	MALTOSECAT-PWY	
4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis	PWY-7282	
pyrrolnitrin biosynthesis	PWY-6831	
glucosinolate biosynthesis from tetrahomomethionine	PWYQT-4473	
cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	PWY-7376	
L-methionine biosynthesis IV (archaea)	PWY-7977	
melibiose degradation	PWY0-1301	
mannojirimycin biosynthesis	PWY-7531	
cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)	PWY-7377	
L-sorbose degradation	P302-PWY	
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	PWY-6890	
psilocybin biosynthesis	PWY-7936	
glucosinolate biosynthesis from homomethionine	PWY-1187	
coenzyme B/coenzyme M regeneration III (coenzyme F<sub>420</sub>-dependent)	PWY-7866	
D-gulosides conversion to D-glucosides	PWY0-1602	
indigo biosynthesis	PWY-6069	
coenzyme B/coenzyme M regeneration II (ferredoxin-dependent)	PWY-7865	
spermidine biosynthesis III	PWY-6834	
2-deoxy-D-ribose degradation II	PWY-8058	
guanine and guanosine salvage III	PWY-6618	
pyrethrin I biosynthesis	PWY-6926	
coenzyme B/coenzyme M regeneration V (formate-dependent)	PWY-7868	
spermidine biosynthesis II	PWY-6559	
2-deoxy-D-ribose degradation I	PWY-8060	
2-amino-3-hydroxycyclopent-2-enone biosynthesis	PWY-7536	
phosphatidylserine biosynthesis II	PWY-7506	
cell-surface glycoconjugate-linked phosphocholine biosynthesis	PWY-7886	
coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)	PWY-5207	
spermidine biosynthesis I	BSUBPOLYAMSYN-PWY	
guanine and guanosine salvage II	PWY-6599	
hapalindole H biosynthesis	PWY-7957	
phosphatidylserine biosynthesis I	PWY-7501	
indole-3-acetate activation II	PWY-1921	
coenzyme B/coenzyme M regeneration IV (H<sub>2</sub>-dependent)	PWY-7867	
D-xylose degradation IV	PWY-7294	
sulfate activation for sulfonation	PWY-5340	
fluoroacetate and fluorothreonine biosynthesis	PWY-6644	
phosphatidylserine and phosphatidylethanolamine biosynthesis I	PWY-5669	
ethionamide activation	PWY-7895	
indole-3-acetate activation I	PWY-1822	
superpathway of guanine and guanosine salvage	PWY-6579	"guanine and guanosine salvage III"" // ""guanine and guanosine salvage"
violacein biosynthesis	PWY-7040	
glucosinolate activation	PWY-5267	
long-chain fatty acid activation	PWY-5143	
D-xylose degradation III	PWY-6760	
vanillin and vanillate degradation II	PWY-7098	
ecdysteroid metabolism (arthropods)	PWY-7321	
(-)-microperfuranone biosynthesis	PWY-7556	
DIMBOA-glucoside activation	PWY-4441	
coenzyme A biosynthesis I (prokaryotic)	COA-PWY	
acyl carrier protein activation	PWY-6012-1	
guanine and guanosine salvage	PWY-6620	
rhabduscin biosynthesis	PWY-7960	
indole glucosinolate activation (intact plant cell)	PWYQT-4477	
isoniazid activation	PWY-7896	
superpathway of coenzyme A biosynthesis II (plants)	PWY-4221	"&beta;-alanine biosynthesis II"" // ""phosphopantothenate biosynthesis I"
D-xylose degradation I	XYLCAT-PWY	
vanillin and vanillate degradation I	PWY-7097	
(1'<i>S</i>,5'<i>S</i>)-averufin biosynthesis	PWY-5954	
tRNA-uridine 2-thiolation and selenation (bacteria)	PWY-7892	
superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY-1	coenzyme A biosynthesis II (eukaryotic)
kievitone detoxification	PWY-7635	
4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis	PWY-6661	
indole glucosinolate activation (herbivore attack)	PWYQT-4476	
pyoluteorin biosynthesis	PWY-7930	
coenzyme A biosynthesis II (eukaryotic)	PWY-7851	
D-xylose degradation II	PWY-5516	
thiosulfate oxidation III (multienzyme complex)	PWY-5296	
lyngbyatoxin biosynthesis	PWY-7708	
tRNA processing	PWY0-1479	
superpathway of polybrominated aromatic compound biosynthesis	PWY-7933	"polybrominated phenols biosynthesis"" // ""brominated pyrroles biosynthesis"" // ""polybrominated biphenyls and diphenyl ethers biosynthesis"
2-hydroxyparaconate and itatartarate biosynthesis	PWY-8019	
aromatic  glucosinolate activation	PWY-6684	
bacterioruberin biosynthesis	PWY-7944	
thiosulfate oxidation IV (multienzyme complex)	PWY-6677	
L-nicotianamine biosynthesis	PWY-5957	
archaeosine biosynthesis I	PWY-6711	
decaprenoxanthin diglucoside biosynthesis	PWY18HP-2	
polybrominated phenols biosynthesis	PWY-7929	
preQ<sub>0</sub> biosynthesis	PWY-6703	
<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	PWY-6475	
nitrite-dependent anaerobic methane oxidation	PWY-6523	
sarcinaxanthin diglucoside biosynthesis	PWY-7946	
<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis	PWY-7463	
methylwyosine biosynthesis	PWY-7285	
pentose phosphate pathway (oxidative branch) I	OXIDATIVEPENT-PWY	
2,2'-bis-(4-hydroxy-3-methybut-2-enyl)-&beta;,&beta;-carotene monoglucoside biosynthesis	PWY-7945	
polybrominated biphenyls and diphenyl ethers biosynthesis	PWY-7932	
<i>N</i>-hydroxy-L-pipecolate biosynthesis	PWY-7861	
<i>trans</i>-lycopene biosynthesis I	PWY-5942	neurosporene biosynthesis
pentose phosphate pathway (oxidative branch) II	PWY-7796	
8-<i>O</i>-methylated benzoxazinoid glucoside biosynthesis	PWY-8076	
mRNA capping II	PWY-7379	mRNA capping I
pentose phosphate pathway (non-oxidative branch)	NONOXIPENT-PWY	
spongiadioxin C biosynthesis	PWY-7935	
superpathway of aflatoxin biosynthesis	PWY-5961	"aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis"" // ""aflatoxins B<sub>1</sub> and G<sub>1</sub> biosynthesis"" // ""sterigmatocystin biosynthesis"" // ""versicolorin B biosynthesis"" // ""(1'<i>S</i>,5'<i>S</i>)-averufin biosynthesis"
pentose phosphate pathway	PENTOSE-P-PWY	"pentose phosphate pathway (non-oxidative branch)"" // ""pentose phosphate pathway (oxidative branch) I"
dTDP-D-forosamine biosynthesis	PWY-6808	
tRNA-uridine 2-thiolation (yeast mitochondria)	PWY-7891	
pentose phosphate pathway (partial)	P21-PWY	
nitrate reduction IV (dissimilatory)	PWY-5674	
brominated pyrroles biosynthesis	PWY-7931	
paxilline and diprenylpaxilline biosynthesis	PWY-7493	
dTDP-L-rhamnose biosynthesis	DTDPRHAMSYN-PWY	
nitrate reduction IX (dissimilatory)	PWY0-1581	
homofuraneol biosynthesis	PWY-7910	
pterostilbene biosynthesis	PWY-6665	
demethylmenaquinol-9 biosynthesis	PWY-5851	
archaeosine biosynthesis II	PWY-7923	
superpathway of demethylmenaquinol-9 biosynthesis	PWY-5862	"demethylmenaquinol-9 biosynthesis"" // ""nonaprenyl diphosphate biosynthesis I"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"
nitrate reduction VII (denitrification)	PWY-6748	
polybrominated dihydroxylated diphenyl ethers biosynthesis	PWY-7934	
indican biosynthesis	PWY-6068	
<i>S</i>-adenosyl-L-methionine cycle I	PWY-6151	S-adenosyl-L-methionine biosynthesis
demethylmenaquinol-8 biosynthesis I	PWY-5852	
demethylmenaquinol-8 biosynthesis II	PWY-6262	
dTDP-&beta;-L-evernitrose biosynthesis	PWY-7439	
formate to nitrite electron transfer	PWY0-1585	
6-gingerol analog biosynthesis (engineered)	PWY-6920	
superpathway of demethylmenaquinol-8 biosynthesis I	PWY-5861	"demethylmenaquinol-8 biosynthesis I"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"" // ""octaprenyl diphosphate biosynthesis"
<i>S</i>-adenosyl-L-methionine cycle II	PWY-5041	
N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	PWY0-1587	
demethylmenaquinol-6 biosynthesis II	PWY-7372	
NADH to fumarate electron transfer	PWY0-1336	
gliotoxin inactivation	PWY-7534	
superpathway of demethylmenaquinol-6 biosynthesis I	PWY-5860	"demethylmenaquinol-6 biosynthesis I"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"" // ""hexaprenyl diphosphate biosynthesis"
L-tyrosine biosynthesis II	PWY-3461	
demethylmenaquinol-4 biosynthesis	PWY-7997	
dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis	PWY-6973	
nitrate reduction VIII (dissimilatory)	PWY0-1352	
paerucumarin biosynthesis	PWY-7955	
demethylmenaquinol-6 biosynthesis I	PWY-5853	
wybutosine biosynthesis	PWY-7283	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis
superpathway of demethylmenaquinol-6 biosynthesis II	PWY-7373	"demethylmenaquinol-6 biosynthesis II"" // ""1,4-dihydroxy-6-naphthoate biosynthesis II"" // ""hexaprenyl diphosphate biosynthesis"
dissimilatory sulfate reduction I (to hydrogen sufide))	DISSULFRED-PWY	
superpathway of benzoxazinoid glucosides biosynthesis	PWY-4161	"8-<i>O</i>-methylated benzoxazinoid glucoside biosynthesis"" // ""DIMBOA-glucoside biosynthesis"" // ""DIBOA-glucoside biosynthesis"
pyruvate fermentation to ethanol II	PWY-5486	
L-tyrosine biosynthesis IV	PWY-6134	
adenosylcobalamin biosynthesis I (anaerobic)	PWY-5507	"5,6-dimethylbenzimidazole biosynthesis II (anaerobic)"" // ""adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide"" // ""aminopropanol phosphate biosynthesis I"" // ""tetrapyrrole biosynthesis I (from glutamate)"" // ""adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"" // ""cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)"
dTDP-D-ravidosamine and dTDP-4-acetyl-D-ravidosamine biosynthesis	PWY-7688	
nitrate reduction VIIIb (dissimilatory)	PWY0-1573	
2-methylketone biosynthesis	PWY-6585	
adenosylcobalamin biosynthesis II (aerobic)	P381-PWY	"adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide"" // ""5,6-dimethylbenzimidazole biosynthesis I (aerobic)"" // ""aminopropanol phosphate biosynthesis I"" // ""tetrapyrrole biosynthesis I (from glutamate)"" // ""cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"" // ""adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"
pyruvate fermentation to ethanol I	PWY-5480	
mRNA capping I	PWY-7375	
arsenate reduction (respiratory)	PWY-4601	
isoprene biosynthesis I	PWY-6270	methylerythritol phosphate pathway I
DIMBOA-glucoside biosynthesis	PWY-6950	
pyruvate fermentation to ethanol III	PWY-6587	
L-tyrosine biosynthesis III	PWY-6120	
dTDP-L-megosamine biosynthesis	PWY-7104	
hydrogen to trimethylamine N-oxide electron transfer	PWY0-1578	
methylthiolincosamide biosynthesis	PWY-7548	
tRNA-uridine 2-thiolation (mammalian mitochondria)	PWY-7889	
perchlorate reduction	PWY-6530	
methylbutenol biosynthesis	PWY-6913	
12-<i>epi</i>-hapalindole biosynthesis	PWY-7959	
L-tyrosine biosynthesis I	TYRSYN	
dTDP-<i>N</i>-acetylthomosamine biosynthesis	PWY-7315	
nitrate reduction X (dissimilatory, periplasmic)	PWY0-1584	
tuberculosinol biosynthesis	PWY-5935	
spermine and spermidine degradation I	PWY-6117	
adenosylcobalamin salvage from cobalamin	PWY-6268	
jasmonoyl-amino acid conjugates biosynthesis I	PWY-6220	
tRNA-uridine 2-thiolation (thermophilic bacteria)	PWY-7904	
cobalamin salvage (eukaryotic)	PWY-7974	
nitrate reduction III (dissimilatory)	PWY0-1321	
isoprene biosynthesis II (engineered)	PWY-7391	
2-heptyl-3-hydroxy-4(1<i>H</i>)-quinolone biosynthesis	PWY-6660	
spermine and spermidine degradation III	PWY-6441	
superpathway of adenosylcobalamin salvage from cobinamide II	PWY-6269	"adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"" // ""adenosylcobinamideGDP salvage from cobinamide II"
palmitate biosynthesis II (bacteria and plant cytoplasm)	PWY-5971	
dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-glucose biosynthesis	PWY-7318	
superpathway of adenosylcobalamin salvage from cobinamide I	COBALSYN-PWY	"adenosylcobinamide-GDP salvage from cobinamide I"" // ""adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"
NADH to dimethyl sulfoxide electron transfer	PWY0-1348	
stipitatate biosynthesis	PWY-7687	
spermine and spermidine degradation II	PWY-6440	
adenosylcobinamideGDP salvage from cobinamide II	PWY-7972	
jasmonoyl-amino acid conjugates biosynthesis II	PWY-6233	
5-(methoxycarbonylmethoxy)uridine biosynthesis	PWY0-1554	
palmitate biosynthesis (animals and fungi, cytoplasm)	PWY-5994	
adenosylcobinamide-GDP salvage from cobinamide I	PWY-7971	
nitrate reduction I (denitrification)	DENITRIFICATION-PWY	
daurichromenate biosynthesis	PWY-8084	
staphylopine biosynthesis	PWY-8007	
methylphosphonate degradation III	PWY-8066	
sucrose degradation I (sucrose phosphotransferase)	SUCUTIL-PWY	
caffeine degradation III (bacteria, via demethylation)	PWY-6538	
uracil degradation III	PWY0-1471	
dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	PWY-6953	
formate to dimethyl sulfoxide electron transfer	PWY0-1356	
sterigmatocystin biosynthesis	PWY-5956	
sucrose degradation III (sucrose invertase)	PWY-621	
tRNA methylation (yeast)	PWY-6829	
caffeine degradation IV (bacteria, via demethylation and oxidation)	PWY-6632	caffeine degradation III (bacteria, via demethylation)
indole-3-acetate biosynthesis IV (bacteria)	PWY-5025	
ammonia oxidation II (anaerobic)	P303-PWY	
oxalate biosynthesis	PWY-6699	
methylphosphonate degradation II	PWY-7399	
sucrose degradation VII (sucrose 3-dehydrogenase)	SUCROSEUTIL2-PWY	
indole-3-acetate biosynthesis III (bacteria)	PWY-3161	
caffeine degradation II	PWY-6553	
uracil degradation II (oxidative)	PWY-6426	
dTDP-&beta;-L-digitoxose biosynthesis	PWY-7657	
indole-3-acetate biosynthesis II	PWY-581	
hydrogen to dimethyl sulfoxide electron transfer	PWY0-1577	
mycocyclosin biosynthesis	PWY-7236	
sucrose degradation IV (sucrose phosphorylase)	PWY-5384	
indole-3-acetate biosynthesis VI (bacteria)	TRPIAACAT-PWY	
7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	PWY-7286	
nicotine degradation III (VPP pathway)	PWY-7128	
caffeine degradation I (main, plants)	PWY-6552	
5-hexynoate biosynthesis	PWY-7641	
indole-3-acetate biosynthesis V (bacteria and fungi)	PWY-5026	
chlorate reduction	PWY-6529	
gadusol biosynthesis	PWY-7752	
methylphosphonate degradation I	PWY0-1533	
indole-3-acetate biosynthesis I	PWYDQC-4	
sucrose degradation V (sucrose &alpha;-glucosidase)	PWY66-373	
dicranin biosynthesis	PWY-6603	
caffeine degradation V (bacteria, via trimethylurate)	PWY-6633	
fluorene degradation I	FLUORENE-DEG-9-ONE-PWY	
dTDP-L-mycarose biosynthesis	PWY-6976	
L-threonine biosynthesis	HOMOSER-THRESYN-PWY	
glycerol-3-phosphate to fumarate electron transfer	PWY0-1582	
nepetalactone biosynthesis	PWY-8069	
sucrose degradation II (sucrose synthase)	PWY-3801	
reductive monocarboxylic acid cycle	PWY-5493	
tRNA-uridine 2-thiolation (cytoplasmic)	PWY-7888	
nicotine degradation II (pyrrolidine pathway)	PWY-6993	
L-carnitine degradation II	PWY-3602	
fluorene degradation II	PWY-1381	
crepenynate biosynthesis	PWY-6013	
crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)	PWY-7854	
nitrifier denitrification	PWY-7084	ammonia oxidation I (aerobic)
aflatoxins B<sub>2</sub> and G<sub>2</sub> biosynthesis	PWY-5960	
superpathway of menaquinol-12 biosynthesis	PWY-5898	"dodecaprenyl diphosphate biosynthesis"" // ""menaquinol-12 biosynthesis"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"
CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)	PWYQT-4429	
superpathway of anaerobic sucrose degradation	PWY-7345	"sucrose degradation II (sucrose synthase)"" // ""glycolysis II (from fructose 6-phosphate)"" // ""pyruvate fermentation to ethanol II"" // ""pyruvate fermentation to (<i>S</i>)-lactate"
D-carnitine degradation II	PWY-7472	
folate transformations I	PWY-2201	
dTDP-D-&beta;-fucofuranose biosynthesis	PWY-7312	
rubber biosynthesis	PWY-5815	
NADH to trimethylamine <i>N</i>-oxide electron transfer	PWY0-1347	
salidroside biosynthesis	PWY-6802	
glycerol degradation to butanol	PWY-7003	"pyruvate fermentation to butanol I"" // ""glycerol degradation II"
3-hydroxypropanoate cycle	PWY-5743	
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	PWY0-1324	
nicotine degradation V	PWY66-221	
L-carnitine degradation I	CARNMET-PWY	
folate transformations III (<i>E. coli</i>)	1CMET2-PWY	
superpathway of the 3-hydroxypropanoate cycle	PWY-7024	"glyoxylate assimilation"" // ""3-hydroxypropanoate cycle"
formate to trimethylamine <i>N</i>-oxide electron transfer	PWY0-1355	
ginsenoside degradation II	PWY-6412	
paspaline biosynthesis	PWY-7492	
superpathway of menaquinol-8 biosynthesis I	PWY-5838	"demethylmenaquinol-8 biosynthesis I"" // ""menaquinol-8 biosynthesis"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"" // ""octaprenyl diphosphate biosynthesis"
butanol and isobutanol biosynthesis (engineered)	PWY-7396	
reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)	CODH-PWY	
D-carnitine degradation I	PWY-7471	
folate transformations II (plants)	PWY-3841	
dTDP-&alpha;-D-mycaminose biosynthesis	PWY-7414	
3-hydroxypropanoate/4-hydroxybutanate cycle	PWY-5789	
dissimilatory sulfate reduction II (to thiosulfate)	P224-PWY	
(2S,3E)-2-amino-4-methoxy-but-3-enoate biosynthesis	PWY-7907	
pyruvate fermentation to butanol I	PWY-6583	
reductive acetyl coenzyme A pathway II (autotrophic methanogens)	PWY-7784	
<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II	PWY-7581	
nicotine degradation I (pyridine pathway)	P181-PWY	
L-carnitine degradation III	PWY-3641	
autoinducer AI-1 biosynthesis	PWY-6157	
hydrogen to fumarate electron transfer	PWY0-1576	
2-chloroacrylate degradation II	PWY-7428	
ginsenoside degradation I	PWY-6411	
pulcherrimin biosynthesis	PWY8J2-20	
superpathway of menaquinol-8 biosynthesis III	PWY-7992	"menaquinol-8 biosynthesis"" // ""octaprenyl diphosphate biosynthesis"" // ""1,4-dihydroxy-6-naphthoate biosynthesis II"" // ""demethylmenaquinol-8 biosynthesis II"
1-butanol autotrophic biosynthesis (engineered)	PWY-6886	"Calvin-Benson-Bassham cycle"" // ""photosynthesis light reactions"" // ""pyruvate fermentation to butanol II (engineered)"
autoinducer AI-2 biosynthesis II (<i>Vibrio</i>)	PWY-6154	
dTDP-D-desosamine biosynthesis	PWY-6942	
autoinducer AI-2 biosynthesis I	PWY-6153	
2-chloroacrylate degradation I	PWY-7425	
3-amino-5-hydroxybenzoate biosynthesis	PWY-5979	
1,3-propanediol biosynthesis (engineered)	PWY-7385	
autoinducer CAI-1 biosynthesis	PWY-7621	
nicotine degradation IV	PWY66-201	
2-aminoethylphosphonate biosynthesis	PWY-6839	
glycerol degradation III	PWY-6130	
menaquinol-9 biosynthesis	PWY-5844	
dTDP-&beta;-L-4-<i>epi</i>-vancosamine biosynthesis	PWY-7440	
gliotoxin biosynthesis	PWY-7533	
pyruvate fermentation to butanol II (engineered)	PWY-6883	
plumbagin biosynthesis	PWY-6314	
tabtoxinine-&beta;-lactam biosynthesis	PWY-7954	
superpathway of menaquinol-6 biosynthesis I	PWY-5850	"demethylmenaquinol-6 biosynthesis I"" // ""2-carboxy-1,4-naphthoquinol biosynthesis"" // ""hexaprenyl diphosphate biosynthesis"" // ""menaquinol-6 biosynthesis"
1,2-propanediol biosynthesis from lactate (engineered)	PWY-7541	
reactive oxygen species degradation	DETOX1-PWY-1	superoxide radicals degradation
